schema_version,candidate_id,category,bound_anchor_id,parent_candidate_ids,source_observation_ids,observed_stages,last_survived_stage,evidence_by_stage,terminal_status,terminal_stage,terminal_reason,terminal_evidence
scnav_count_waterfall_v1,proposal-2c47c24169d14e4585addf40c1288ad1,chair,,[],[],"[""raw_local_proposals""]",raw_local_proposals,"{""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.4225394,0.5041634,0.4815843,0.6263419],""confidence"":0.2943798303604126,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-2c47c24169d14e4585addf40c1288ad1"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""},{""backend"":""groundingdino_local"",""bbox"":[0.4225394,0.5041634,0.4815843,0.6263419],""box_iou"":0.7204845,""confidence"":0.2943798303604126,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-2c47c24169d14e4585addf40c1288ad1"",""reason"":""box_iou_before_mask_union"",""source"":""open_vocabulary_detector""}]}}",eliminated,after_duplicate_suppression,suppressed_as_duplicate,"{""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.4225394,0.5041634,0.4815843,0.6263419],""confidence"":0.2943798303604126,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-2c47c24169d14e4585addf40c1288ad1"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""},{""backend"":""groundingdino_local"",""bbox"":[0.4225394,0.5041634,0.4815843,0.6263419],""box_iou"":0.7204845,""confidence"":0.2943798303604126,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-2c47c24169d14e4585addf40c1288ad1"",""reason"":""box_iou_before_mask_union"",""source"":""open_vocabulary_detector""}]}"
scnav_count_waterfall_v1,proposal-2c8d913e9f4a4668a7993e7ab7e9bb33,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector""]},""after_mask_split"":{""mask_id"":""sam:p00_y00:4:03fd65a54550b8e4609a"",""mask_quality"":0.5884520779692168},""raw_local_proposals"":{""context"":{""observation_id"":""obs-c09014beb8a2a76cd142236c"",""source_frame_id"":""panorama@1785259707.696271896"",""source_view_id"":""p00_y00""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.2853952,0.0,0.577041,0.7318695],""confidence"":0.20063282549381256,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-2c8d913e9f4a4668a7993e7ab7e9bb33"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",promoted,tracklets,,"{""child_candidate_ids"":[""memory-8""],""observation_ids"":[""canonical-f951e903443bafc3e52253ba"",""obs-c09014beb8a2a76cd142236c""]}"
scnav_count_waterfall_v1,proposal-2f338306e0af4aa3a2467632b3243681,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector""]},""after_mask_split"":{""mask_id"":""sam:p00_y00:3:ac19ff158d136e2616a0"",""mask_quality"":0.8964356759904593},""raw_local_proposals"":{""context"":{""observation_id"":""obs-70c290f18dc0660f17e9b8d5"",""source_frame_id"":""panorama@1785259707.696271896"",""source_view_id"":""p00_y00""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.6848642,0.6363233,0.9999593,0.9994346],""confidence"":0.233183816075325,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-2f338306e0af4aa3a2467632b3243681"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",promoted,tracklets,,"{""child_candidate_ids"":[""memory-6""],""observation_ids"":[""canonical-7e04908f0065f3547c3f141b"",""obs-70c290f18dc0660f17e9b8d5""]}"
scnav_count_waterfall_v1,proposal-318136ae813845f5959b437b8e823c86,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector"",""fixed_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y04""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.7959123,0.4945139,1.0,0.996866],""confidence"":0.6798065304756165,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-318136ae813845f5959b437b8e823c86"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",eliminated,tracklets,invalid_depth,"{""provisional_reason"":""insufficient_mask_point_support""}"
scnav_count_waterfall_v1,proposal-337840b7b9564ff9b881ad04c55d8120,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector"",""fixed_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.5442627,0.5082389,0.5932954,0.634944],""confidence"":0.546917200088501,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-337840b7b9564ff9b881ad04c55d8120"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",eliminated,tracklets,invalid_depth,"{""provisional_reason"":""insufficient_mask_point_support""}"
scnav_count_waterfall_v1,proposal-37109434979b411489e0f52d7d7fb1bb,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.4471749,0.5037174,0.4779909,0.5979967],""confidence"":0.27609020471572876,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-37109434979b411489e0f52d7d7fb1bb"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",eliminated,tracklets,mask_quality_below_threshold,"{""provisional_reason"":""mask_quality_below_threshold""}"
scnav_count_waterfall_v1,proposal-392ede55b2fc4c9abfce318984196256,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y03""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.0718149,0.5032758,0.1266814,0.6526709],""confidence"":0.256666898727417,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-392ede55b2fc4c9abfce318984196256"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",eliminated,tracklets,invalid_depth,"{""provisional_reason"":""insufficient_mask_point_support""}"
scnav_count_waterfall_v1,proposal-3c7bc7865596466ba172171a4e283b60,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y03""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.2967801,0.5292397,0.6122094,0.9714065],""confidence"":0.20739540457725525,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-3c7bc7865596466ba172171a4e283b60"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",eliminated,tracklets,invalid_depth,"{""provisional_reason"":""insufficient_mask_point_support""}"
scnav_count_waterfall_v1,proposal-4072ad77f2fb4b0580c0c7f971869539,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector"",""fixed_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.4881157,0.5059483,0.5332224,0.6463691],""confidence"":0.5708619356155396,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-4072ad77f2fb4b0580c0c7f971869539"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",eliminated,tracklets,invalid_depth,"{""provisional_reason"":""insufficient_mask_point_support""}"
scnav_count_waterfall_v1,proposal-4f41b0a2b78a42238f5c03ec9eb5f00e,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector"",""fixed_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y03""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[4.63e-05,0.508838,0.0607124,0.6944523],""confidence"":0.570260763168335,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-4f41b0a2b78a42238f5c03ec9eb5f00e"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",eliminated,tracklets,invalid_depth,"{""provisional_reason"":""insufficient_mask_point_support""}"
scnav_count_waterfall_v1,proposal-537aab2d395a44d187ea47a5b5e2efeb,chair,,[],[],"[""raw_local_proposals""]",raw_local_proposals,"{""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""yolo_world_local"",""bbox"":[0.4242187,0.5046875,0.4792969,0.6536458],""confidence"":0.4130859375,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-537aab2d395a44d187ea47a5b5e2efeb"",""reason"":""raw_proposal"",""source"":""fixed_vocabulary_detector""},{""backend"":""yolo_world_local"",""bbox"":[0.4242187,0.5046875,0.4792969,0.6536458],""box_iou"":0.8672908,""confidence"":0.4130859375,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-537aab2d395a44d187ea47a5b5e2efeb"",""reason"":""box_iou_before_mask_union"",""source"":""fixed_vocabulary_detector""}]}}",eliminated,after_duplicate_suppression,suppressed_as_duplicate,"{""proposal_lineage"":[{""backend"":""yolo_world_local"",""bbox"":[0.4242187,0.5046875,0.4792969,0.6536458],""confidence"":0.4130859375,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-537aab2d395a44d187ea47a5b5e2efeb"",""reason"":""raw_proposal"",""source"":""fixed_vocabulary_detector""},{""backend"":""yolo_world_local"",""bbox"":[0.4242187,0.5046875,0.4792969,0.6536458],""box_iou"":0.8672908,""confidence"":0.4130859375,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-537aab2d395a44d187ea47a5b5e2efeb"",""reason"":""box_iou_before_mask_union"",""source"":""fixed_vocabulary_detector""}]}"
scnav_count_waterfall_v1,proposal-55662720bba34bb89651f982af7ec64a,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector""]},""after_mask_split"":{""mask_id"":""sam:p00_y03:4:1b49f3bee24a34ff2d01"",""mask_quality"":0.7315195899612388},""raw_local_proposals"":{""context"":{""observation_id"":""obs-37922bfc6e909e31441d541c"",""source_frame_id"":""panorama@1785259707.696271896"",""source_view_id"":""p00_y03""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.1456787,0.4460485,0.612968,0.9733841],""confidence"":0.3757624328136444,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-55662720bba34bb89651f982af7ec64a"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",promoted,tracklets,,"{""child_candidate_ids"":[""memory-18""],""observation_ids"":[""canonical-83fd695b1565decec67c6449"",""obs-37922bfc6e909e31441d541c""]}"
scnav_count_waterfall_v1,proposal-579a7f0c01714b44aedce510fbc14cf8,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector"",""fixed_vocabulary_detector""]},""after_mask_split"":{""mask_id"":""sam:p00_y02:0:b94b0efcd5dc345425e3"",""mask_quality"":0.6641168093171854},""raw_local_proposals"":{""context"":{""observation_id"":""obs-c80d937b71ced37c91b42425"",""source_frame_id"":""panorama@1785259707.696271896"",""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.2620004,0.5080324,0.3213324,0.6746202],""confidence"":0.5573345422744751,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-579a7f0c01714b44aedce510fbc14cf8"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",promoted,tracklets,,"{""child_candidate_ids"":[""memory-12""],""observation_ids"":[""canonical-2a9ee148494e59772e8ced91"",""obs-16991fe6afd8782c15b36157"",""obs-c80d937b71ced37c91b42425""]}"
scnav_count_waterfall_v1,proposal-579b1322c1e34ff2858b952ebd89e5bc,chair,,[],[],"[""raw_local_proposals""]",raw_local_proposals,"{""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y04""},""proposal_lineage"":[{""backend"":""yolo_world_local"",""bbox"":[0.7910156,0.4963542,1.0,0.9958333],""confidence"":0.91845703125,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-579b1322c1e34ff2858b952ebd89e5bc"",""reason"":""raw_proposal"",""source"":""fixed_vocabulary_detector""},{""backend"":""yolo_world_local"",""bbox"":[0.7910156,0.4963542,1.0,0.9958333],""box_iou"":0.9711142,""confidence"":0.91845703125,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-579b1322c1e34ff2858b952ebd89e5bc"",""reason"":""box_iou_before_mask_union"",""source"":""fixed_vocabulary_detector""}]}}",eliminated,after_duplicate_suppression,suppressed_as_duplicate,"{""proposal_lineage"":[{""backend"":""yolo_world_local"",""bbox"":[0.7910156,0.4963542,1.0,0.9958333],""confidence"":0.91845703125,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-579b1322c1e34ff2858b952ebd89e5bc"",""reason"":""raw_proposal"",""source"":""fixed_vocabulary_detector""},{""backend"":""yolo_world_local"",""bbox"":[0.7910156,0.4963542,1.0,0.9958333],""box_iou"":0.9711142,""confidence"":0.91845703125,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-579b1322c1e34ff2858b952ebd89e5bc"",""reason"":""box_iou_before_mask_union"",""source"":""fixed_vocabulary_detector""}]}"
scnav_count_waterfall_v1,proposal-58515b015d2848c5b1e3be279ac5d362,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector""]},""after_mask_split"":{""mask_id"":""sam:p00_y02:5:5077cde2cd9dc909f288"",""mask_quality"":0.3763138884043185},""raw_local_proposals"":{""context"":{""observation_id"":""obs-b357b6fe10fe33a1f21c5991"",""source_frame_id"":""panorama@1785259707.696271896"",""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.4189515,0.4932144,0.4653396,0.6213851],""confidence"":0.5514864921569824,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-58515b015d2848c5b1e3be279ac5d362"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",promoted,tracklets,,"{""child_candidate_ids"":[""memory-10""],""observation_ids"":[""canonical-571b3837b7c3d518405ef8fe"",""obs-b357b6fe10fe33a1f21c5991""]}"
scnav_count_waterfall_v1,proposal-58a398c270014aedabde8003703a4ad8,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector"",""fixed_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y04""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.0,0.4282228,0.1825652,0.9993024],""confidence"":0.35817277431488037,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-58a398c270014aedabde8003703a4ad8"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",eliminated,tracklets,invalid_depth,"{""provisional_reason"":""insufficient_mask_point_support""}"
scnav_count_waterfall_v1,proposal-6014bc55e97c4bb48c08ddc8e1a5d7e0,chair,,[],[],"[""raw_local_proposals""]",raw_local_proposals,"{""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y03""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.0713227,0.5037453,0.1223902,0.6519118],""confidence"":0.2374291718006134,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-6014bc55e97c4bb48c08ddc8e1a5d7e0"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""},{""backend"":""groundingdino_local"",""bbox"":[0.0713227,0.5037453,0.1223902,0.6519118],""box_iou"":0.9061472,""confidence"":0.2374291718006134,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-6014bc55e97c4bb48c08ddc8e1a5d7e0"",""reason"":""box_iou_before_mask_union"",""source"":""open_vocabulary_detector""}]}}",eliminated,after_duplicate_suppression,suppressed_as_duplicate,"{""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.0713227,0.5037453,0.1223902,0.6519118],""confidence"":0.2374291718006134,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-6014bc55e97c4bb48c08ddc8e1a5d7e0"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""},{""backend"":""groundingdino_local"",""bbox"":[0.0713227,0.5037453,0.1223902,0.6519118],""box_iou"":0.9061472,""confidence"":0.2374291718006134,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-6014bc55e97c4bb48c08ddc8e1a5d7e0"",""reason"":""box_iou_before_mask_union"",""source"":""open_vocabulary_detector""}]}"
scnav_count_waterfall_v1,proposal-688a0286f7e2475cbb284f390a9974e7,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector""]},""after_mask_split"":{""mask_id"":""sam:p00_y07:5:624bca783f23ecd33166"",""mask_quality"":0.9387303913758557},""raw_local_proposals"":{""context"":{""observation_id"":""obs-2d7758c319830e0fabe066ea"",""source_frame_id"":""panorama@1785259707.696271896"",""source_view_id"":""p00_y07""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.0003378,0.0,0.4278561,0.9997441],""confidence"":0.21250298619270325,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-688a0286f7e2475cbb284f390a9974e7"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",promoted,tracklets,,"{""child_candidate_ids"":[""memory-13""],""observation_ids"":[""canonical-fbe9addeced63789f1fbb1ee"",""obs-2d7758c319830e0fabe066ea""]}"
scnav_count_waterfall_v1,proposal-6f26e2ea4e4d4e77852ce0ae564db91f,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.3746115,0.4974551,0.4107526,0.6246786],""confidence"":0.40856799483299255,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-6f26e2ea4e4d4e77852ce0ae564db91f"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",eliminated,tracklets,insufficient_cluster_support,"{""provisional_reason"":""insufficient_cluster_support""}"
scnav_count_waterfall_v1,proposal-6f2f0cf6ac2b430a9a13a2d50e49513e,chair,,[],[],"[""raw_local_proposals""]",raw_local_proposals,"{""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""yolo_world_local"",""bbox"":[0.484375,0.50625,0.5351562,0.6526042],""confidence"":0.381103515625,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-6f2f0cf6ac2b430a9a13a2d50e49513e"",""reason"":""raw_proposal"",""source"":""fixed_vocabulary_detector""},{""backend"":""yolo_world_local"",""bbox"":[0.484375,0.50625,0.5351562,0.6526042],""box_iou"":0.8488584,""confidence"":0.381103515625,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-6f2f0cf6ac2b430a9a13a2d50e49513e"",""reason"":""box_iou_before_mask_union"",""source"":""fixed_vocabulary_detector""}]}}",eliminated,after_duplicate_suppression,suppressed_as_duplicate,"{""proposal_lineage"":[{""backend"":""yolo_world_local"",""bbox"":[0.484375,0.50625,0.5351562,0.6526042],""confidence"":0.381103515625,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-6f2f0cf6ac2b430a9a13a2d50e49513e"",""reason"":""raw_proposal"",""source"":""fixed_vocabulary_detector""},{""backend"":""yolo_world_local"",""bbox"":[0.484375,0.50625,0.5351562,0.6526042],""box_iou"":0.8488584,""confidence"":0.381103515625,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-6f2f0cf6ac2b430a9a13a2d50e49513e"",""reason"":""box_iou_before_mask_union"",""source"":""fixed_vocabulary_detector""}]}"
scnav_count_waterfall_v1,proposal-742d5219211e4479a4f5d0f0c29a0882,chair,,[],[],"[""raw_local_proposals""]",raw_local_proposals,"{""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.4374083,0.5038147,0.4791334,0.6143158],""confidence"":0.3648260533809662,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-742d5219211e4479a4f5d0f0c29a0882"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""},{""backend"":""groundingdino_local"",""bbox"":[0.4374083,0.5038147,0.4791334,0.6143158],""box_iou"":0.6290677,""confidence"":0.3648260533809662,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-742d5219211e4479a4f5d0f0c29a0882"",""reason"":""box_iou_before_mask_union"",""source"":""open_vocabulary_detector""}]}}",eliminated,after_duplicate_suppression,suppressed_as_duplicate,"{""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.4374083,0.5038147,0.4791334,0.6143158],""confidence"":0.3648260533809662,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-742d5219211e4479a4f5d0f0c29a0882"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""},{""backend"":""groundingdino_local"",""bbox"":[0.4374083,0.5038147,0.4791334,0.6143158],""box_iou"":0.6290677,""confidence"":0.3648260533809662,""disposition"":""suppressed_as_duplicate"",""label"":""chair"",""proposal_id"":""proposal-742d5219211e4479a4f5d0f0c29a0882"",""reason"":""box_iou_before_mask_union"",""source"":""open_vocabulary_detector""}]}"
scnav_count_waterfall_v1,proposal-75741adc38a84c00b194d162ef2c3545,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y00""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.9743279,0.4465839,1.0,0.6425364],""confidence"":0.2576114237308502,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-75741adc38a84c00b194d162ef2c3545"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",eliminated,tracklets,invalid_depth,"{""provisional_reason"":""insufficient_mask_point_support""}"
scnav_count_waterfall_v1,proposal-76f6bdea91134a9b8ff17af76722a592,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector"",""fixed_vocabulary_detector""]},""after_mask_split"":{""mask_id"":null,""mask_quality"":null},""raw_local_proposals"":{""context"":{""observation_id"":null,""source_frame_id"":null,""source_view_id"":""p00_y03""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.0760111,0.5091363,0.156195,0.6666947],""confidence"":0.4776155352592468,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-76f6bdea91134a9b8ff17af76722a592"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",eliminated,tracklets,invalid_depth,"{""provisional_reason"":""insufficient_mask_point_support""}"
scnav_count_waterfall_v1,proposal-7ae5cd0d0bc94beab7fd5a7c0eb0d711,chair,,[],[],"[""raw_local_proposals"",""after_duplicate_suppression"",""after_mask_split""]",after_mask_split,"{""after_duplicate_suppression"":{""proposal_sources"":[""open_vocabulary_detector"",""fixed_vocabulary_detector""]},""after_mask_split"":{""mask_id"":""sam:p00_y02:2:8fbc0c837c3ed9b05273"",""mask_quality"":0.36730540933847616},""raw_local_proposals"":{""context"":{""observation_id"":""obs-d85186c68a3f20e80972c49c"",""source_frame_id"":""panorama@1785259707.696271896"",""source_view_id"":""p00_y02""},""proposal_lineage"":[{""backend"":""groundingdino_local"",""bbox"":[0.2114503,0.5139831,0.261313,0.6672947],""confidence"":0.5661351084709167,""disposition"":""retained"",""label"":""chair"",""proposal_id"":""proposal-7ae5cd0d0bc94beab7fd5a7c0eb0d711"",""reason"":""raw_proposal"",""source"":""open_vocabulary_detector""}]}}",promoted,tracklets,,"{""child_candidate_ids"":[""memory-7""],""observation_ids"":[""canonical-2c01d4dfa3e58cb795110797"",""obs-d85186c68a3f20e80972c49c""]}"
